code,color_name,image_url,local_image_path
SC-103,Lavendear,https://www.maycocolors.com/wp-content/uploads/2023/01/SC-103.jpg,glaze_images/sc_103_cone06.jpg
SC-53,Purple Haze,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-53.jpg,glaze_images/sc_53_cone06.jpg
SC-72,Grape Jelly,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-72.jpg,glaze_images/sc_72_cone06.jpg
SC-71,Purple-Licious,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-71.jpg,glaze_images/sc_71_cone06.jpg
SC-33,Fruit Of The Vine,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-33.jpg,glaze_images/sc_33_cone06.jpg
SC-104,Grape Expectations,https://www.maycocolors.com/wp-content/uploads/2023/01/SC-104.jpg,glaze_images/sc_104_cone06.jpg
SC-45,My Blue Heaven,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-45.jpg,glaze_images/sc_45_cone06.jpg
SC-91,Seabreeze,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-91.jpg,glaze_images/sc_91_cone06.jpg
SC-65,Peri-Twinkle,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-65.jpg,glaze_images/sc_65_cone06.jpg
SC-30,Blue Dawn,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-30.jpg,glaze_images/sc_30_cone06.jpg
SC-31,The Blues,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-31.jpg,glaze_images/sc_31_cone06.jpg
SC-11,Blue Yonder,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-11.jpg,glaze_images/sc_11_cone06.jpg
SC-58,501 Blues,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-58.jpg,glaze_images/sc_58_cone06.jpg
SC-76,Cara-bein Blue,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-76.jpg,glaze_images/sc_76_cone06.jpg
SC-12,Moody Blue,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-12.jpg,glaze_images/sc_12_cone06.jpg
SC-96,Aqu-ward,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-96.jpg,glaze_images/sc_96_cone06.jpg
SC-101,Spruce It Up,https://www.maycocolors.com/wp-content/uploads/2023/01/SC-101.jpg,glaze_images/sc_101_cone06.jpg
SC-9,Jaded,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-09.jpg,glaze_images/sc_9_cone06.jpg
SC-28,Blue Isle,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-28.jpg,glaze_images/sc_28_cone06.jpg
SC-10,Teal Next Time,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-10.jpg,glaze_images/sc_10_cone06.jpg
SC-29,Blue Grass,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-29.jpg,glaze_images/sc_29_cone06.jpg
SC-32,Bluebeard,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-32.jpg,glaze_images/sc_32_cone06.jpg
SC-93,Honeydew List,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-93.jpg,glaze_images/sc_93_cone06.jpg
SC-43,Lettuce Alone,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-43.jpg,glaze_images/sc_43_cone06.jpg
SC-7,Leapin’ Lizard,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-07.jpg,glaze_images/sc_7_cone06.jpg
SC-26,Green Thumb,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-26.jpg,glaze_images/sc_26_cone06.jpg
SC-8,Just Froggy,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-08.jpg,glaze_images/sc_8_cone06.jpg
SC-36,Irish Luck,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-36.jpg,glaze_images/sc_36_cone06.jpg
SC-77,Glo-Worm,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-77.jpg,glaze_images/sc_77_cone06.jpg
SC-78,Lime Light,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-78.jpg,glaze_images/sc_78_cone06.jpg
SC-98,Slime Time,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-98.jpg,glaze_images/sc_98_cone06.jpg
SC-27,Sour Apple,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-27.jpg,glaze_images/sc_27_cone06.jpg
SC-52,Toad-ily Green,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-52.jpg,glaze_images/sc_52_cone06.jpg
SC-79,It’s Sage,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-79.jpg,glaze_images/sc_79_cone06.jpg
SC-39,Army Surplus,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-39.jpg,glaze_images/sc_39_cone06.jpg
SC-86,Old Lace,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-86.jpg,glaze_images/sc_86_cone06.jpg
SC-54,Vanilla Dip,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-54.jpg,glaze_images/sc_54_cone06.jpg
SC-20,Cashew Later,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-20.jpg,glaze_images/sc_20_cone06.jpg
SC-46,Rawhide,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-46.jpg,glaze_images/sc_46_cone06.jpg
SC-51,Poo Bear,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-51.jpg,glaze_images/sc_51_cone06.jpg
SC-5,Tiger Tail,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-05.jpg,glaze_images/sc_5_cone06.jpg
SC-25,Crackerjack Brown,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-25.jpg,glaze_images/sc_25_cone06.jpg
SC-80,Basketball,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-80.jpg,glaze_images/sc_80_cone06.jpg
SC-41,Brown Cow,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-41.jpg,glaze_images/sc_41_cone06.jpg
SC-48,Camel Back,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-48.jpg,glaze_images/sc_48_cone06.jpg
SC-14,Java Bean,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-14.jpg,glaze_images/sc_14_cone06.jpg
SC-34,Down To Earth,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-34.jpg,glaze_images/sc_34_cone06.jpg
SC-92,Café Ole,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-92.jpg,glaze_images/sc_92_cone06.jpg
SC-90,Elephant Ears,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-90.jpg,glaze_images/sc_90_cone06.jpg
SC-83,Tip Taupe,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-83.jpg,glaze_images/sc_83_cone06.jpg
SC-60,Silver Lining,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-60.jpg,glaze_images/sc_60_cone06.jpg
SC-35,Gray Hare,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-35.jpg,glaze_images/sc_35_cone06.jpg
SC-99,Char-ming,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-99.jpg,glaze_images/sc_99_cone06.jpg
SC-15,Tuxedo,https://www.maycocolors.com/wp-content/uploads/2020/09/sc-15.jpg,glaze_images/sc_15_cone06.jpg
